datetime,RH,tempC,SampleNumber,DIY_CH4,LGR_CH4,LGR_CO2,LGR_CH4d,LGR_CO2d
2023-07-28T11:10:21Z,52.23,31.47,642,2.6226413301127485,2.67724,450.577,2.74591,462.134
2023-07-28T11:10:23Z,52.17,31.45,643,2.642942858322832,2.67539,448.467,2.7442,460.002
2023-07-28T11:10:25Z,52.17,31.45,644,2.642942858322832,2.67596,453.426,2.74466,465.066
2023-07-28T11:10:27Z,52.18,31.48,645,2.6413043249576544,2.67465,448.018,2.74324,459.507
2023-07-28T11:10:29Z,52.11,31.47,646,2.6584895238487123,2.676,449.685,2.74487,461.259
2023-07-28T11:10:31Z,52.12,31.47,647,2.656734076,2.6776,446.159,2.74631,457.608
2023-07-28T11:10:33Z,52.09,31.46,648,2.6669079084617726,2.68033,447.091,2.74904,458.552
2023-07-28T11:10:35Z,52.09,31.47,649,2.615879169586864,2.67957,450.765,2.74844,462.35
2023-07-28T11:10:37Z,52.09,31.47,650,2.615879169586864,2.68046,453.837,2.74914,465.465
2023-07-28T11:10:39Z,52.07,31.48,651,2.6144918669071826,2.67938,450.685,2.74801,462.229
2023-07-28T11:10:41Z,52.07,31.49,652,2.671368235011456,2.6812,445.138,2.74991,456.546
2023-07-28T11:10:43Z,52.05,31.49,653,2.690568027997158,2.67873,450.307,2.74729,461.831
2023-07-28T11:10:45Z,52.02,31.48,654,2.6850804342531616,2.67831,453.027,2.74709,464.661
2023-07-28T11:10:47Z,52.07,31.51,655,2.677211420118147,2.67999,447.791,2.74903,459.327
2023-07-28T11:10:49Z,52.04,31.51,656,2.6668257757551848,2.68015,451.532,2.74905,463.139
2023-07-28T11:10:51Z,52,31.51,657,2.6738689609823547,2.67715,447.109,2.74578,458.571
2023-07-28T11:10:53Z,51.97,31.5,658,2.684066388800031,2.67683,445.707,2.74553,457.145
2023-07-28T11:10:55Z,51.99,31.53,659,2.604074551404996,2.67628,447.802,2.74456,459.228
2023-07-28T11:10:57Z,51.93,31.51,660,2.6400198521039995,2.67621,452.636,2.74478,464.234
2023-07-28T11:10:59Z,51.94,31.52,661,2.6333696744753246,2.67721,454.48,2.74587,466.135
2023-07-28T11:11:01Z,51.95,31.54,662,2.683623377899372,2.67573,452.729,2.74469,464.396
2023-07-28T11:11:03Z,51.92,31.54,663,2.6889210436556494,2.67658,456.836,2.74573,468.638
2023-07-28T11:11:05Z,51.9,31.56,664,2.6826245822296704,2.67957,453.524,2.74834,465.163
2023-07-28T11:11:07Z,51.89,31.53,665,2.683446701768198,2.67999,448.459,2.74914,460.03
2023-07-28T11:11:09Z,51.89,31.56,666,2.700076837794751,2.67816,451.376,2.74694,462.969
2023-07-28T11:11:09Z,51.89,31.56,666,2.700076837794751,2.68069,456.153,2.74981,467.916
2023-07-28T11:11:11Z,51.9,31.54,667,2.7081498357866236,2.67862,449.567,2.74765,461.153
2023-07-28T11:11:11Z,51.9,31.54,667,2.7081498357866236,2.68159,449.776,2.75074,461.374
2023-07-28T11:11:13Z,51.86,31.55,668,2.694610743306005,2.68369,447.965,2.7527,459.485
2023-07-28T11:11:15Z,51.83,31.56,669,2.6488038220420327,2.68231,445.987,2.75091,457.394
2023-07-28T11:11:17Z,51.84,31.58,670,2.6372483104067745,2.68417,448.143,2.75303,459.641
2023-07-28T11:11:19Z,51.82,31.58,671,2.6556029926046376,2.68579,448.843,2.75462,460.347
2023-07-28T11:11:21Z,51.82,31.58,672,2.686943554197394,2.6866,453.916,2.75568,465.587
2023-07-28T11:11:23Z,51.82,31.58,673,2.7175054130133214,2.69091,457.533,2.76,469.28
2023-07-28T11:11:25Z,51.8,31.59,674,2.701256691498508,2.69134,448.553,2.76046,460.074
2023-07-28T11:11:27Z,51.77,31.58,675,2.711496686791894,2.69225,449.65,2.7613,461.182
2023-07-28T11:11:29Z,51.78,31.59,676,2.704802826,2.69292,448.22,2.76253,459.806
2023-07-28T11:11:31Z,51.73,31.58,677,2.733487893418441,2.69161,446.878,2.76086,458.376
2023-07-28T11:11:33Z,51.75,31.6,678,2.7052050801907166,2.6926,450.016,2.76192,461.6
2023-07-28T11:11:35Z,51.76,31.6,679,2.656398986213417,2.68935,454.359,2.75825,465.999
2023-07-28T11:11:37Z,51.76,31.6,680,2.6720642743727057,2.69084,446.176,2.76008,457.657
2023-07-28T11:11:39Z,51.74,31.59,681,2.68051198,2.68689,447.578,2.7557,459.041
2023-07-28T11:11:41Z,51.75,31.61,682,2.715156771659614,2.68929,445.687,2.75828,457.12
2023-07-28T11:11:43Z,51.76,31.62,683,2.708456256449291,2.68773,452.575,2.75695,464.232
2023-07-28T11:11:45Z,51.72,31.62,684,2.715563311001149,2.68644,450.724,2.75584,462.367
2023-07-28T11:11:47Z,51.71,31.62,685,2.733052410482453,2.68747,448.204,2.7568,459.768
2023-07-28T11:11:49Z,51.71,31.63,686,2.7124169513620755,2.68672,448.068,2.75608,459.635
2023-07-28T11:11:51Z,51.72,31.63,687,2.7263423580758603,2.68687,447.513,2.7561,459.043
2023-07-28T11:11:53Z,51.74,31.64,688,2.717854552932569,2.68736,446.78,2.75642,458.26
2023-07-28T11:11:55Z,51.72,31.65,689,2.6702720590621523,2.68954,449.538,2.75882,461.118
2023-07-28T11:11:57Z,51.73,31.63,690,2.6783212407567687,2.68921,450.109,2.75831,461.675
2023-07-28T11:11:59Z,51.7,31.66,691,2.6689083501235364,2.69135,448.19,2.76073,459.745
2023-07-28T11:12:01Z,51.7,31.65,692,2.7200436976787463,2.69288,448.731,2.76202,460.251
2023-07-28T11:12:03Z,51.68,31.66,693,2.7186762832623232,2.69264,446.706,2.76186,458.19
2023-07-28T11:12:05Z,51.72,31.65,694,2.7164840486453654,2.6984,454.633,2.76782,466.329
2023-07-28T11:12:07Z,51.72,31.65,695,2.732186750158026,2.70363,446.672,2.77341,458.201
2023-07-28T11:12:09Z,51.68,31.67,696,2.729447631357089,2.70099,451.078,2.77022,462.64
2023-07-28T11:12:11Z,51.69,31.67,697,2.727664832809496,2.70475,448.605,2.77428,460.137
2023-07-28T11:12:13Z,51.69,31.67,698,2.727664832809496,2.70719,455.428,2.7767,467.121
2023-07-28T11:12:15Z,51.66,31.67,699,2.6867640546963303,2.7093,447.809,2.77838,459.227
2023-07-28T11:12:17Z,51.66,31.7,700,2.6868567797821337,2.71504,451.611,2.78473,463.203
2023-07-28T11:12:19Z,51.66,31.69,701,2.691776834849157,2.71604,449.641,2.7856900000000002,461.17
2023-07-28T11:12:21Z,51.66,31.69,702,2.7388511400806363,2.7196,448.147,2.78961,459.683
2023-07-28T11:12:23Z,51.65,31.71,703,2.7150672290576106,2.71832,442.716,2.78816,454.091
2023-07-28T11:12:25Z,51.65,31.7,704,2.750582740837511,2.72247,455.284,2.79262,467.015
2023-07-28T11:12:27Z,51.62,31.67,705,2.7558770491456217,2.72166,451.204,2.79165,462.807
2023-07-28T11:12:29Z,51.66,31.71,706,2.7438510803294127,2.72412,453.18,2.79452,464.892
2023-07-28T11:12:31Z,51.62,31.7,707,2.741058401186563,2.72622,448.456,2.79607,459.946
2023-07-28T11:12:33Z,51.63,31.72,708,2.7293957299843674,2.72688,451.011,2.79688,462.589
2023-07-28T11:12:35Z,51.61,31.71,709,2.6908366628264977,2.72992,445.879,2.80005,457.333
2023-07-28T11:12:37Z,51.62,31.71,710,2.7047321102582265,2.73233,447.643,2.80219,459.089
2023-07-28T11:12:39Z,51.59,31.73,711,2.700231221559217,2.73184,445.045,2.80196,456.468
2023-07-28T11:12:41Z,51.59,31.74,712,2.7415449817742568,2.73178,450.508,2.80156,462.015
2023-07-28T11:12:43Z,51.58,31.75,713,2.7541009526044986,2.73509,453.026,2.8055,464.689
2023-07-28T11:12:45Z,51.61,31.75,714,2.733024039515384,2.73569,450.087,2.80584,461.627
2023-07-28T11:12:47Z,51.59,31.76,715,2.747361274480663,2.73775,452.7,2.80828,464.362
2023-07-28T11:12:49Z,51.59,31.77,716,2.742414634273401,2.73474,448.711,2.80469,460.188
2023-07-28T11:12:51Z,51.57,31.75,717,2.7401838832074246,2.73502,443.944,2.80525,455.344
2023-07-28T11:12:53Z,51.58,31.76,718,2.7491535563288876,2.73246,446.799,2.80244,458.242
2023-07-28T11:12:55Z,51.6,31.75,719,2.6886000442034073,2.73337,444.673,2.80325,456.041
2023-07-28T11:12:57Z,51.56,31.77,720,2.6858891727213487,2.73253,452.971,2.80231,464.539
2023-07-28T11:12:59Z,51.58,31.77,721,2.697981320078507,2.7341,452.158,2.80378,463.682
2023-07-28T11:13:01Z,51.63,31.79,722,2.725359271594111,2.7345,451.805,2.80454,463.378
2023-07-28T11:13:03Z,51.56,31.77,723,2.7477923265836077,2.73648,451.586,2.80641,463.126
2023-07-28T11:13:05Z,51.56,31.77,724,2.7477923265836077,2.73537,456.638,2.80583,468.401
2023-07-28T11:13:07Z,51.56,31.79,725,2.7535997885177084,2.7371,448.138,2.807,459.583
2023-07-28T11:13:09Z,51.6,31.79,726,2.7307317304443783,2.73986,449.114,2.80981,460.58
2023-07-28T11:13:11Z,51.59,31.79,727,2.748216014799854,2.74488,453.643,2.81505,465.24
2023-07-28T11:13:13Z,51.56,31.8,728,2.7486486451358916,2.74519,451.988,2.81548,463.561
2023-07-28T11:13:15Z,51.6,31.8,729,2.6952783122069617,2.74663,451.879,2.81668,463.403
2023-07-28T11:13:17Z,51.55,31.8,730,2.7042178729736817,2.75075,451.201,2.82129,462.772
2023-07-28T11:13:19Z,51.54,31.8,731,2.7060069378014697,2.75011,452.328,2.82055,463.914
2023-07-28T11:13:21Z,51.56,31.81,732,2.7593971823326138,2.7518,448.731,2.82249,460.259
2023-07-28T11:13:23Z,51.57,31.82,733,2.7369536652985085,2.75477,450.29,2.82518,461.8
2023-07-28T11:13:25Z,51.55,31.84,734,2.730645494596536,2.75771,451.653,2.82801,463.168
2023-07-28T11:13:27Z,51.58,31.83,735,2.7607605171808105,2.76267,452.835,2.8334,464.429
2023-07-28T11:13:29Z,51.56,31.82,736,2.738748330812448,2.76365,449.784,2.83414,461.256
2023-07-28T11:13:31Z,51.56,31.83,737,2.749485859,2.76666,448.617,2.83723,460.061
2023-07-28T11:13:33Z,51.56,31.81,738,2.7742809670428192,2.76941,449.099,2.83991,460.532
2023-07-28T11:13:35Z,51.55,31.82,739,2.709189025383922,2.7714,452.125,2.84179,463.609
2023-07-28T11:13:37Z,51.56,31.84,740,2.6975253802357573,2.77064,453.528,2.84143,465.116
2023-07-28T11:13:39Z,51.56,31.83,741,2.7181244033367085,2.77373,451.989,2.84466,463.548
2023-07-28T11:13:41Z,51.59,31.84,742,2.7540021792766742,2.77296,456.106,2.84381,467.759
2023-07-28T11:13:43Z,51.57,31.86,743,2.747679809884139,2.77319,455.449,2.84398,467.074
2023-07-28T11:13:45Z,51.59,31.86,744,2.7292355513534146,2.77133,450.52,2.84189,461.991
2023-07-28T11:13:47Z,51.52,31.86,745,2.756676673711751,2.77256,452.042,2.84352,463.612
2023-07-28T11:13:49Z,51.52,31.87,746,2.767411962992303,2.77321,451.854,2.84414,463.41
2023-07-28T11:13:51Z,51.53,31.88,747,2.760645336759093,2.77408,447.496,2.84519,458.967
2023-07-28T11:13:53Z,51.54,31.87,748,2.7638077885306105,2.77816,451.554,2.84912,463.089
2023-07-28T11:13:55Z,51.54,31.87,749,2.7175985304562955,2.77738,449.861,2.84873,461.418
2023-07-28T11:13:57Z,51.52,31.89,750,2.711297608886878,2.78338,448.504,2.85458,459.976
2023-07-28T11:13:59Z,51.53,31.88,751,2.7144476506353046,2.78359,448.079,2.85474,459.532
2023-07-28T11:14:01Z,51.52,31.9,752,2.7682082658082683,2.78514,445.33,2.85629,456.706
2023-07-28T11:14:03Z,51.52,31.9,753,2.7525206062267804,2.78864,454.981,2.86041,466.689
2023-07-28T11:14:05Z,51.54,31.88,754,2.774539071121155,2.79206,446.703,2.863,458.053
2023-07-28T11:14:07Z,51.52,31.88,755,2.7781475144040746,2.79407,448.358,2.8654,459.805
2023-07-28T11:14:09Z,51.52,31.88,756,2.7624475120120335,2.79326,454.315,2.86463,465.923
2023-07-28T11:14:11Z,51.53,31.89,757,2.771373247226797,2.79481,454.319,2.86649,465.972
2023-07-28T11:14:13Z,51.52,31.91,758,2.778933056501871,2.79297,451.623,2.86415,463.133
2023-07-28T11:14:15Z,51.47,31.91,759,2.7260480260091304,2.79648,451.768,2.86809,463.336
2023-07-28T11:14:17Z,51.49,31.92,760,2.7323338210601227,2.79715,449.246,2.86883,460.758
2023-07-28T11:14:19Z,51.54,31.91,761,2.7439548317131637,2.79739,440.475,2.86893,451.74
2023-07-28T11:14:19Z,51.54,31.91,761,2.7439548317131637,2.79968,450.089,2.87076,461.517
2023-07-28T11:14:21Z,51.5,31.94,762,2.782491020481472,2.7998,454.546,2.87131,466.155
2023-07-28T11:14:23Z,51.51,31.93,763,2.770791980753315,2.80301,449.883,2.87451,461.359
2023-07-28T11:14:25Z,51.49,31.91,764,2.7992392351051505,2.7997,459.515,2.87154,471.306
2023-07-28T11:14:27Z,51.52,31.92,765,2.7739589277281445,2.80304,455.169,2.87449,466.771
2023-07-28T11:14:29Z,51.51,31.96,766,2.7707266232562064,2.80303,445.942,2.8743,457.28
2023-07-28T11:14:31Z,51.52,31.93,767,2.7995564925200265,2.80349,449.058,2.87511,460.53
2023-07-28T11:14:33Z,51.5,31.95,768,2.7626535456245653,2.80573,449.137,2.87731,460.594
2023-07-28T11:14:35Z,51.52,31.94,769,2.732674803320889,2.80693,448.751,2.87827,460.156
2023-07-28T11:14:37Z,51.51,31.93,770,2.7237778002473716,2.80704,446.418,2.87899,457.861
2023-07-28T11:14:39Z,51.48,31.94,771,2.739884821497763,2.81057,446.75,2.88241,458.17
2023-07-28T11:14:41Z,51.47,31.93,772,2.808614818440934,2.8105,452.86,2.88254,464.467
2023-07-28T11:14:43Z,51.52,31.96,773,2.7846040514094126,2.81269,441.071,2.88444,452.323
2023-07-28T11:14:45Z,51.47,31.96,774,2.8093696388922735,2.81638,449.567,2.88869,461.109
2023-07-28T11:14:47Z,51.47,31.96,775,2.8093696388922735,2.81658,446.055,2.88817,457.392
2023-07-28T11:14:49Z,51.46,31.98,776,2.769820169,2.82086,455.882,2.89321,467.574
2023-07-28T11:14:51Z,51.49,31.95,777,2.795020694869767,2.8191,451.831,2.89101,463.357
2023-07-28T11:14:53Z,51.5,31.99,778,2.788962129623486,2.82299,453.468,2.89532,465.088
2023-07-28T11:14:55Z,51.49,31.98,779,2.733890391622027,2.82394,450.049,2.89593,461.522
2023-07-28T11:14:57Z,51.45,31.97,780,2.746077007189853,2.82567,453.082,2.89745,464.591
2023-07-28T11:14:59Z,51.49,31.98,781,2.7495473312127308,2.82676,443.777,2.89867,455.066
2023-07-28T11:15:01Z,51.51,32,782,2.7821622056594917,2.82865,446.822,2.90086,458.229
2023-07-28T11:15:03Z,51.5,31.99,783,2.804657632891927,2.83133,451.822,2.90366,463.363
2023-07-28T11:15:05Z,51.46,32,784,2.7912299028803114,2.83157,450.575,2.90358,462.034
2023-07-28T11:15:07Z,51.5,31.99,785,2.788962129623486,2.83072,453.366,2.90279,464.909
2023-07-28T11:15:09Z,51.47,31.99,786,2.8101053312371045,2.83308,446.634,2.90532,458.021
2023-07-28T11:15:11Z,51.47,31.98,787,2.815099696124377,2.83167,446.066,2.90402,457.462
2023-07-28T11:15:13Z,51.44,32,788,2.810562548892089,2.83508,445.05,2.90788,456.479
2023-07-28T11:15:15Z,51.45,32,789,2.777355963,2.83478,439.619,2.90759,450.909
2023-07-28T11:15:17Z,51.46,32,790,2.7598689912039083,2.83705,453.441,2.90984,465.075
2023-07-28T11:15:19Z,51.46,32.02,791,2.749920516389637,2.8385,451.315,2.91146,462.917
2023-07-28T11:15:21Z,51.45,32.03,792,2.7937675354442133,2.84324,452.866,2.91647,464.53
2023-07-28T11:15:24Z,51.43,32.01,793,2.822270469338913,2.84524,445.627,2.91776,456.986
2023-07-28T11:15:26Z,51.48,32.02,794,2.823882051058976,2.84613,446.677,2.91854,458.041
2023-07-28T11:15:28Z,51.43,32.02,795,2.817271832721338,2.8466,453.106,2.91915,464.653
2023-07-28T11:15:30Z,51.45,32.02,796,2.8136328894293223,2.84862,455.699,2.92141,467.344
2023-07-28T11:15:32Z,51.43,32.03,797,2.8122738758804564,2.84845,448.749,2.92128,460.223
2023-07-28T11:15:34Z,51.43,32.04,798,2.8229801050107666,2.84828,452.025,2.92114,463.588
2023-07-28T11:15:35Z,51.46,32.04,799,2.7712862429145195,2.85067,443.287,2.92366,454.637
2023-07-28T11:15:37Z,51.44,32.05,800,2.769930744583035,2.85119,451.998,2.92434,463.594
2023-07-28T11:15:40Z,51.45,32.07,801,2.7581495811257737,2.85446,446.717,2.92766,458.173
2023-07-28T11:15:42Z,51.43,32.08,802,2.8029730606943266,2.8544,456.764,2.92744,468.451
2023-07-28T11:15:44Z,51.43,32.04,803,2.8072765996743625,2.85493,451.126,2.92836,462.73
2023-07-28T11:15:46Z,51.43,32.04,804,2.8229801050107666,2.85679,442.435,2.92961,453.713
2023-07-28T11:15:48Z,51.45,32.07,805,2.8043314630154503,2.85578,455.84,2.92888,467.508
2023-07-28T11:15:50Z,51.45,32.06,806,2.809332657001586,2.85659,455.576,2.92966,467.23
2023-07-28T11:15:52Z,51.4,32.08,807,2.824136585961088,2.85816,440.067,2.93117,451.309
2023-07-28T11:15:54Z,51.44,32.09,808,2.8118340554405306,2.86006,451.909,2.93328,463.477
2023-07-28T11:15:56Z,51.41,32.06,809,2.7860651477244653,2.85891,451.017,2.93219,462.578
2023-07-28T11:15:58Z,51.42,32.07,810,2.779257790195566,2.86143,448.541,2.93513,460.094
2023-07-28T11:16:00Z,51.43,32.08,811,2.7872943183427568,2.86159,438.148,2.93514,449.409
2023-07-28T11:16:02Z,51.44,32.09,812,2.8275281213983616,2.86154,445.462,2.9351,456.913
2023-07-28T11:16:04Z,51.4,32.07,813,2.844859350070462,2.86687,453.177,2.94051,464.818
2023-07-28T11:16:06Z,51.42,32.09,814,2.8311798188692974,2.86529,447.983,2.93878,459.472
2023-07-28T11:16:08Z,51.41,32.08,815,2.852910257409664,2.86723,444.944,2.94099,456.391
2023-07-28T11:16:10Z,51.39,32.1,816,2.8465319922458105,2.8708,449.797,2.94422,461.299
2023-07-28T11:16:12Z,51.41,32.1,817,2.8428738587663256,2.87256,449.303,2.94636,460.846
2023-07-28T11:16:14Z,51.36,32.09,818,2.857040597,2.87261,455.948,2.94651,467.679
2023-07-28T11:16:16Z,51.41,32.1,819,2.780946008487054,2.8766,445.654,2.9503,457.073
2023-07-28T11:16:18Z,51.39,32.1,820,2.815948972486523,2.87787,455.013,2.95175,466.693
2023-07-28T11:16:20Z,51.42,32.1,821,2.794795068857554,2.87651,450.221,2.95055,461.81
2023-07-28T11:16:22Z,51.44,32.11,822,2.8480776257032714,2.87872,448.64,2.9527,460.17
2023-07-28T11:16:24Z,51.42,32.12,823,2.8310119754372076,2.87937,450.177,2.95312,461.708
2023-07-28T11:16:26Z,51.37,32.12,824,2.8401571608482206,2.88057,453.79,2.95505,465.522
2023-07-28T11:16:28Z,51.39,32.1,825,2.862254316329584,2.88086,452.161,2.95502,463.802
2023-07-28T11:16:30Z,51.38,32.13,826,2.849017170741514,2.87817,446.29,2.95198,457.736
2023-07-28T11:16:32Z,51.37,32.12,827,2.8558715998999444,2.88094,449.847,2.95496,461.405
2023-07-28T11:16:34Z,51.39,32.12,828,2.8522078065612417,2.88287,449.624,2.95722,461.22
2023-07-28T11:16:36Z,51.38,32.14,829,2.813433255606106,2.88361,449.155,2.95742,460.651
2023-07-28T11:16:38Z,51.37,32.16,830,2.8052434287867554,2.88333,449.701,2.9575,461.269
2023-07-28T11:16:40Z,51.36,32.15,831,2.796404507,2.88498,450.29,2.95935,461.897
2023-07-28T11:16:42Z,51.35,32.14,832,2.865210770582183,2.88537,448.437,2.95971,459.99
2023-07-28T11:16:44Z,51.35,32.14,833,2.865210770582183,2.88855,443.767,2.96296,455.2
2023-07-28T11:16:46Z,51.35,32.15,834,2.8601832678467014,2.88633,444.859,2.96033,456.265
2023-07-28T11:16:48Z,51.36,32.18,835,2.8589736842132387,2.88778,453.826,2.96231,465.538
2023-07-28T11:16:50Z,51.32,32.17,836,2.8556364886235484,2.8918,449.652,2.96604,461.195
2023-07-28T11:16:52Z,51.32,32.15,837,2.8814210392372166,2.89229,450.492,2.96691,462.115
2023-07-28T11:16:54Z,51.28,32.16,838,2.883744341262118,2.89497,450.844,2.96938,462.434
2023-07-28T11:16:56Z,51.3,32.15,839,2.837928076,2.89523,449.854,2.96956,461.402
2023-07-28T11:16:58Z,51.31,32.16,840,2.846784149884786,2.89438,444.011,2.96841,455.368
2023-07-28T11:17:00Z,51.31,32.16,841,2.8310809372184726,2.89656,448.191,2.97084,459.684
2023-07-28T11:17:02Z,51.32,32.17,842,2.8556364886235484,2.89819,448.663,2.97263,460.188
2023-07-28T11:17:04Z,51.29,32.17,843,2.891780191150084,2.90072,446.96,2.97531,458.452
2023-07-28T11:17:06Z,51.31,32.18,844,2.8830598003214414,2.90175,449.842,2.97617,461.38
2023-07-28T11:17:08Z,51.26,32.19,845,2.8872303819491263,2.8992,457.915,2.97359,469.665
2023-07-28T11:17:10Z,51.3,32.19,846,2.879863284,2.89842,448.905,2.97253,460.383
2023-07-28T11:17:12Z,51.31,32.2,847,2.888711200728017,2.90049,442.844,2.97524,454.258
2023-07-28T11:17:14Z,51.27,32.18,848,2.890425757,2.9007,454.685,2.97481,466.303
2023-07-28T11:17:16Z,51.28,32.2,849,2.8636159601786675,2.89906,448.146,2.97324,459.614
2023-07-28T11:17:18Z,51.28,32.2,850,2.847907002961219,2.8975,448.236,2.97191,459.747
2023-07-28T11:17:20Z,51.28,32.21,851,2.8271919769192886,2.89855,452.754,2.9728,464.351
2023-07-28T11:17:22Z,51.27,32.19,852,2.885388004786239,2.89861,448.912,2.9734,460.495
2023-07-28T11:17:24Z,51.3,32.21,853,2.869790567052651,2.90161,449.57,2.9763,461.143
2023-07-28T11:17:26Z,51.28,32.2,854,2.894241185777372,2.90187,449.087,2.97643,460.627
2023-07-28T11:17:28Z,51.27,32.23,855,2.880959679808094,2.90386,444.241,2.97858,455.671
2023-07-28T11:17:30Z,51.26,32.23,856,2.882803863,2.90501,449.479,2.9798,461.052
2023-07-28T11:17:32Z,51.23,32.23,857,2.904075533558516,2.90988,444.825,2.9848,456.278
2023-07-28T11:17:34Z,51.25,32.22,858,2.889689865794783,2.91047,451.198,2.98507,462.763
2023-07-28T11:17:36Z,51.25,32.22,859,2.8433722113431346,2.91191,451.959,2.98659,463.55
2023-07-28T11:17:38Z,51.23,32.22,860,2.8627573227511425,2.91369,451.631,2.98848,463.224
2023-07-28T11:17:40Z,51.21,32.23,861,2.8614109069183558,2.91432,445.599,2.98906,457.026
2023-07-28T11:17:42Z,51.21,32.23,862,2.923525231778185,2.91617,453.842,2.99119,465.517
2023-07-28T11:17:44Z,51.26,32.25,863,2.8884407985414002,2.91719,449.942,2.99199,461.48
2023-07-28T11:17:46Z,51.26,32.23,864,2.8985337349854143,2.91574,442.306,2.99042,453.634
2023-07-28T11:17:48Z,51.23,32.23,865,2.919824121791822,2.9196,446.374,2.99447,457.82
2023-07-28T11:17:50Z,51.23,32.25,866,2.9097180281198645,2.92043,450.405,2.99548,461.979
2023-07-28T11:17:52Z,51.23,32.24,867,2.914770724424769,2.92232,446.198,2.99737,457.658
2023-07-28T11:17:54Z,51.24,32.24,868,2.912920893645569,2.9228,445.234,2.99782,456.662
2023-07-28T11:17:56Z,51.21,32.24,869,2.886989640273124,2.924,446.835,2.999,458.297
2023-07-28T11:17:58Z,51.23,32.27,870,2.8524792628452422,2.92435,450.73,2.9992,462.267
2023-07-28T11:18:00Z,51.22,32.28,871,2.8649862796896377,2.92572,450.214,3.00074,461.757
2023-07-28T11:18:02Z,51.24,32.26,872,2.9028164396969727,2.9266200000000002,450.921,3.0016,462.475
2023-07-28T11:18:04Z,51.21,32.28,873,2.898264080358792,2.9247,447.696,2.9997,459.177
2023-07-28T11:18:06Z,51.22,32.26,874,2.9214311734756135,2.926,446.914,3.00108,458.381
2023-07-28T11:18:08Z,51.24,32.28,875,2.923352124475316,2.92763,452.859,3.00259,464.454
2023-07-28T11:18:10Z,51.22,32.26,876,2.9214311734756135,2.9299,449.594,3.00546,461.188
2023-07-28T11:18:12Z,51.2,32.29,877,2.925707378,2.93065,455.672,3.0059,467.373
2023-07-28T11:18:14Z,51.18,32.27,878,2.939544309378719,2.93219,447.593,3.00742,459.076
2023-07-28T11:18:16Z,51.21,32.3,879,2.872454952482058,2.9328,441.803,3.00791,453.118
2023-07-28T11:18:18Z,51.18,32.28,880,2.8880881376219376,2.93494,445.529,3.0101,456.939
2023-07-28T11:18:20Z,51.17,32.28,881,2.9056687934241667,2.93654,445.329,3.01176,456.736
2023-07-28T11:18:22Z,51.2,32.28,882,2.930769748261546,2.93686,447.217,3.01201,458.661
2023-07-28T11:18:24Z,51.19,32.28,883,2.948386766698074,2.93865,452.815,3.01393,464.415
2023-07-28T11:18:26Z,51.17,32.31,884,2.921151161077396,2.93849,448.04,3.01415,459.576
2023-07-28T11:18:28Z,51.16,32.29,885,2.948893242689386,2.93908,445.699,3.01453,457.14
2023-07-28T11:18:30Z,51.17,32.31,886,2.9368986267428605,2.93953,439.99,3.01446,451.205
2023-07-28T11:18:32Z,51.17,32.31,887,2.921151161077396,2.93854,452.574,3.01425,464.234
2023-07-28T11:18:34Z,51.12,32.31,888,2.9461955399005424,2.94046,448.064,3.01571,459.53
2023-07-28T11:18:36Z,51.08,32.31,889,2.907200236903223,2.94225,445.926,3.01761,457.347
2023-07-28T11:18:38Z,51.14,32.33,890,2.885978841524156,2.94366,447.946,3.019,459.41
2023-07-28T11:18:40Z,51.14,32.34,891,2.880931406370226,2.9442,455.518,3.01993,467.234
2023-07-28T11:18:42Z,51.1,32.33,892,2.955545389458183,2.94331,442.24,3.01864,453.558
2023-07-28T11:18:44Z,51.13,32.34,893,2.944885275615907,2.94394,445.385,3.0193,456.787
2023-07-28T11:18:46Z,51.13,32.33,894,2.9342014009251605,2.94408,449.309,3.01953,460.823
2023-07-28T11:18:48Z,51.12,32.33,895,2.951819668689713,2.94233,446.868,3.01797,458.357
2023-07-28T11:18:50Z,51.1,32.33,896,2.955545389458183,2.94148,442.21,3.01689,453.547
2023-07-28T11:18:52Z,51.12,32.34,897,2.946747402351778,2.94251,450.33,3.01815,461.907
2023-07-28T11:18:54Z,51.11,32.34,898,2.948609937768068,2.94303,444.689,3.01859,456.105
2023-07-28T11:18:56Z,51.06,32.36,899,2.900560455251372,2.94441,447.39,3.01989,458.859
2023-07-28T11:18:58Z,51.09,32.35,900,2.900041794761271,2.94451,450.566,3.02032,462.166
2023-07-28T11:19:00Z,51.11,32.36,901,2.891277195373621,2.94544,446.085,3.02139,457.586
2023-07-28T11:19:02Z,51.08,32.32,902,2.9643462006539663,2.9423,444.175,3.01773,455.562
2023-07-28T11:19:04Z,51.1,32.35,903,2.976107024667395,2.94575,444.427,3.02157,455.866
2023-07-28T11:19:06Z,51.09,32.35,904,2.9621988875102785,2.94761,444.952,3.02297,456.327
2023-07-28T11:19:08Z,51.09,32.37,905,2.9520453541951595,2.94889,445.256,3.02447,456.667
2023-07-28T11:19:10Z,51.05,32.38,906,2.954433913435266,2.94896,445.371,3.02468,456.807
2023-07-28T11:19:12Z,51.05,32.34,907,2.9597937392886307,2.95155,449.253,3.02745,460.806
2023-07-28T11:19:14Z,51.06,32.36,908,2.9627200736172083,2.95136,444.932,3.02709,456.349
2023-07-28T11:19:16Z,51.02,32.38,909,2.9293543092883647,2.95197,451.672,3.02762,463.248
